title,created_at,user_id,username,category_name,subcategory_name
Starting to notice a bump at 9 weeks? Is that normal?,2018-04-27T10:45:07.873Z,2339318,bebexx,PREGNANCY,FIRST TRIMESTER
I felt a small flip super low. 12 weeks! Is baby moving?,2018-05-15T02:30:54.451Z,2305898,paigenikole94,PREGNANCY,FIRST TRIMESTER
9 weeks pregnant with a huge bloated belly? :(,2018-04-30T22:12:08.832Z,2352863,knottieac0546265a559d71,PREGNANCY,FIRST TRIMESTER
List of Newborn Essentials?,2018-04-27T13:38:12.394Z,2320780,Knottie1454535628,PREGNANCY,FIRST TRIMESTER
Is anyone else scared to die during child birth ? ,2018-04-23T22:17:58.569Z,2371260,knottie8d2093c37153f129,PREGNANCY,FIRST TRIMESTER
What could be the cause of purging with stomach ache?,2018-05-14T12:18:11.440Z,2409679,knottie69616e1639968e2a,PREGNANCY,FIRST TRIMESTER
My doctors are saying I won’t have my first ultrasound till 20 weeks? Is this the new norm? ,2018-05-09T23:58:26.763Z,2372475,natashiamonk,PREGNANCY,FIRST TRIMESTER
Heartbeat at 6w then no heartbeat at 8w3d? ,2018-04-19T00:36:29.642Z,2302644,luckymadison,PREGNANCY,FIRST TRIMESTER
Major anxiety after seeing baby for the first time on the ultrasound?,2018-05-09T03:20:32.546Z,2388235,knottie0b06d51a8865f3b6,PREGNANCY,FIRST TRIMESTER
Did anyone develop a uteran window and go on to have another date (c-section) delivery?,2018-05-10T16:59:33.187Z,2402381,lmj_1985,PREGNANCY,FIRST TRIMESTER
Ultrasound technician pushing hard up and down on my stomach with ultrasound wand and pushing stomach hard with hand to get baby to turn. Is this normal? ,2018-05-07T22:24:50.983Z,2026799,kden1,PREGNANCY,FIRST TRIMESTER
"7 weeks, doc has told me for 2 weeks I’ll probably lose the baby?? ",2018-04-14T22:25:11.960Z,2285479,knottief7917c292f0ce21e,PREGNANCY,FIRST TRIMESTER
Already gaining weight in first trimester?,2018-03-26T17:26:31.880Z,2272951,daniellerosett,PREGNANCY,FIRST TRIMESTER
Seven weeks and tingling tired legs and feet?,2018-05-11T23:53:01.875Z,2379414,reddame,PREGNANCY,FIRST TRIMESTER
When does squirting happen during pregnancy? ,2018-04-12T22:54:29.045Z,2290919,knottied2210,PREGNANCY,FIRST TRIMESTER
Anyone is going through this too? First trimester. ,2018-03-21T20:53:56.589Z,2298257,fatemah_b,PREGNANCY,FIRST TRIMESTER
How far along should you be before announcing your pregnancy ? ,2018-03-02T22:33:11.009Z,2250008,mccoyoct27,PREGNANCY,FIRST TRIMESTER
Im 11 wks today and found out i have been pregnant with twins but they only found 1 heartbeat?,2018-05-07T03:23:47.735Z,2364836,knottie897c7561e33eadcd,PREGNANCY,FIRST TRIMESTER
I can’t cope. Please. Someone help?,2018-03-22T00:43:09.883Z,2256690,twinkiesplease,PREGNANCY,FIRST TRIMESTER
At what week does the placenta attach? Is there anything I can do to increase the chances it will properly attach to my uterus?,2018-04-28T01:21:11.555Z,2323057,alpha_mama,PREGNANCY,FIRST TRIMESTER
How many of each size diaper should I register for? ,2018-04-12T19:37:29.645Z,2246043,cuteasadutton,PREGNANCY,FIRST TRIMESTER
Left sided cramping at 7.5wks. I hear it can be normal but when do you know if it’s ectopic pain vs normal pain? ,2018-05-17T01:19:44.531Z,2390238,Knottie1452206166,PREGNANCY,FIRST TRIMESTER
When did you tell your boss you're pregnant?,2018-02-14T17:44:39.588Z,2197530,knottieae05077e919f47ad,PREGNANCY,FIRST TRIMESTER
Is it bad to eat anything spicy during the 1st trimester? ,2018-04-28T17:18:05.754Z,2380257,knottie46c310e1f632cac7,PREGNANCY,FIRST TRIMESTER
I’m cooking hotdogs and bringing them to a boil in some beans. Is this safe? 5wks 4days,2018-04-12T22:36:02.465Z,2353459,nenav,PREGNANCY,FIRST TRIMESTER
Hcg levels not doubling should i be worried? 11dpt 225 15dpt 1039 18dpt 1650,2018-05-09T23:51:33.748Z,2402900,elsly,PREGNANCY,FIRST TRIMESTER
"My SO is forcing me to get an abortion, and I don't know if I can handle it. How do I talk to him? ",2018-03-16T21:16:56.426Z,1141892,Kennle,PREGNANCY,FIRST TRIMESTER
In what trimester you start producing milk?,2018-04-23T03:00:12.325Z,2330048,knottie91fc872aa8a690bd,PREGNANCY,FIRST TRIMESTER
At what point do you plan your hospital tour? ,2018-03-16T03:58:34.520Z,1725500,samd6,PREGNANCY,FIRST TRIMESTER
Has anyone else experienced delayed hcg hormones?,2018-05-07T08:34:53.467Z,2381403,macooker,PREGNANCY,FIRST TRIMESTER
Has anyone else been asked this rude question?,2018-03-26T17:15:40.469Z,2175216,knottie5b2f4923554646cc,PREGNANCY,FIRST TRIMESTER
Anyone else due on Christmas Day?,2018-05-04T15:02:24.665Z,1987922,zogozogo,PREGNANCY,FIRST TRIMESTER
Is it normal for your obgyn to insert finger into anus during a normal pelvic exam?,2018-02-21T04:24:17.337Z,2115934,Knottie308d3760afb5cf28,PREGNANCY,FIRST TRIMESTER
I’m about 4 weeks pregnant. I have brown and whitish discharge and it’s stringy. Is this normal?,2018-05-15T12:07:00.591Z,2409845,kenzshea,PREGNANCY,FIRST TRIMESTER
Hi! I’m currently 13 weeks 3 days & I had a gender determ. u/s done yesterday. She said baby looked like a little girl. Had anyone found out this early only to have it be wrong?,2018-04-21T21:02:47.800Z,2249180,mommavernny,PREGNANCY,FIRST TRIMESTER
At 8 weeks what did you buy?,2018-04-16T18:46:53.476Z,2361087,taymommyof2,PREGNANCY,FIRST TRIMESTER
Does anyone else feel like their pregnancy is too good to be true?,2018-05-10T20:11:26.047Z,2398967,metall_barbii,PREGNANCY,FIRST TRIMESTER
Anyone find out they were using bad skin care products in first trimester? ,2018-05-15T05:06:54.981Z,1963695,Knottie64228866,PREGNANCY,FIRST TRIMESTER
Kind of embarrassing but . . . . I'm just about 8 weeks along and 3-4 times have been woken up by intense sleep orgasms that are actually very unpleasant  :-(  ,2018-03-12T13:32:08.393Z,2255959,jbk_nm,PREGNANCY,FIRST TRIMESTER
I am 9 weeks today. I notice that i have light red bleeding when i wipe. No other pain at all..is that normal?,2018-04-25T21:42:42.455Z,2364621,knottief57483a3d9ca78be,PREGNANCY,FIRST TRIMESTER
When can I stop worrying?,2018-03-01T23:02:56.013Z,2179240,kk0906,PREGNANCY,FIRST TRIMESTER
I’m 12 weeks pregnant and only at night do I feel sick and gassy and can’t get comfortable. Does anyone know why this could be or what I can do?? I’ve tried everything!!!,2018-05-15T02:42:54.428Z,2304297,mommy112418,PREGNANCY,FIRST TRIMESTER
8 weeks & still no symptoms seen the baby at 6 weeks has heartbeat just worried why I’m not having no symptoms?  Haven’t had any since I found I was pregnant... ,2018-04-20T23:12:29.808Z,2314764,xobabykmh,PREGNANCY,FIRST TRIMESTER
Ultrasound at 9 weeks?,2018-04-04T12:33:33.830Z,2331180,knottie5a3b2d80d9772b66,PREGNANCY,FIRST TRIMESTER
"No pregnancy ""proof"", dr won't see me. What should i do?",2018-05-11T23:14:30.624Z,2407388,knottiefde8a394a3b58b47,PREGNANCY,FIRST TRIMESTER
Before finding out I was pregnant I went to the sauna for 30 mins. I believe I was about 6 weeks pregnant. Should I be worried?,2018-05-13T00:59:18.356Z,2389803,knottie89d74f23d4d78d0b,PREGNANCY,FIRST TRIMESTER
I'm 12 weeks can I drive a 8 hour trip? Can I drive 4 hours of the 8 hours? How many weeks should I be when I no longer drive during long trips?  ,2018-04-30T04:26:00.169Z,2362114,knottieff50b283ead782e9,PREGNANCY,FIRST TRIMESTER
Does anyone else get an ultrasound at every appointment? My doctor does ultrasounds for everyone at every appointment. I was just wondering if anyone else does too on here. ,2018-05-03T01:21:32.534Z,2382622,sarafredy123,PREGNANCY,FIRST TRIMESTER
When is first ultrasound?,2018-05-03T01:30:02.353Z,2377703,yunghale,PREGNANCY,FIRST TRIMESTER
Why are my HCG level so high? I got tested at exacty 4 weeks And HCG Was at 2288. Its May and dont see my doctor till June. I read results online.  What could this mean?,2018-05-17T01:42:13.205Z,2419601,chuko5100,PREGNANCY,FIRST TRIMESTER
"coworker told me i’m not “really” pregnant at 11 weeks, does this mean anything? ",2018-02-11T21:29:46.497Z,2153166,knottie2e1edc1681d9528d,PREGNANCY,FIRST TRIMESTER
Why do your breast get less sensitive at 10 weeks?,2018-04-30T20:34:04.202Z,2322530,kristirod1991,PREGNANCY,FIRST TRIMESTER
Warning maybe TMI. Am I about to miscarry? I am 11weeks and had normal scan at 7weeks.I have before and that was really painful but this isn’t near that pain and no bright blood.,2018-04-07T18:53:23.649Z,2279873,determinedbaby,PREGNANCY,FIRST TRIMESTER
Is it normal to have cramping at 13.5 weeks? No bleeding.,2018-05-14T00:03:27.292Z,2348835,knottie58b9fc1cc01e600c,PREGNANCY,FIRST TRIMESTER
"How do I explain that I can't always eat vegetables to hubby, and that what I eat is no longer really up to me?",2018-04-04T23:10:34.110Z,2279232,firsttimemummy29,PREGNANCY,FIRST TRIMESTER
Mother-in-law was HORRIBLE to me before my pregnancy and now expects be included in everything? ,2018-04-21T18:37:12.028Z,2348986,skominos,PREGNANCY,FIRST TRIMESTER
"I'm 9wks and unemployed, any advice?",2018-04-12T01:33:41.791Z,2338892,knottiecfb039d2e67a8157,PREGNANCY,FIRST TRIMESTER
Two CL cysts at 5w5d?,2018-05-12T02:59:33.151Z,2409692,knottie4bb73f2c5496ea0b,PREGNANCY,FIRST TRIMESTER
Can you do cardiovascular work outs at 11 weeks after not doing it for a while?,2018-04-08T07:45:50.270Z,2343720,valentinabzn,PREGNANCY,FIRST TRIMESTER
When to tell your boss (aka principal) you’re pregnant??,2018-04-02T23:09:10.485Z,2315457,michiganmomtobe,PREGNANCY,FIRST TRIMESTER
Doctor recommended & is forcing the NT ultrasound after I told her no?,2018-03-12T17:53:35.871Z,2173761,kate11416,PREGNANCY,FIRST TRIMESTER
"Does anyone wear a Dexcom? If so, where do you put it after you start showing? ",2018-05-07T14:58:34.587Z,2379909,djclark42,PREGNANCY,FIRST TRIMESTER
"Is 1,753 a high hcg level for 4 weeks and 3 days? Conception date is certain.",2018-04-18T04:12:05.346Z,2363885,earthling11,PREGNANCY,FIRST TRIMESTER
Dropping pounds in first trimester?,2018-04-18T00:46:19.209Z,2269776,summergal21,PREGNANCY,FIRST TRIMESTER
I am 7 weeks and terribly sick for the entire day. This pregnancy was not planned and my partner doesn't want me to go through with it. What should I do?,2018-04-28T21:12:22.267Z,2365195,knottiedf7d563acb428174,PREGNANCY,FIRST TRIMESTER
Has anyone here gone onto having a healthy baby after early bleeding?,2018-05-17T01:38:05.279Z,2419582,knottie1c0cb178cc72ab63,PREGNANCY,FIRST TRIMESTER
What did you do with your positive test? ,2018-03-07T22:47:33.407Z,1897255,catmomma223,PREGNANCY,FIRST TRIMESTER
When can you start hearing your baby’s heartbeat?,2018-04-04T14:42:20.150Z,2337037,knottie2485a9eed8095d71,PREGNANCY,FIRST TRIMESTER
"6 weeks 2 days, fetal pole, but no heartbeat. I went in for a transvaginal and they saw the fetal pole, but couldn’t detect a heartbeat. Is this normal?",2018-04-16T17:42:15.617Z,2332069,knottie9138f035cc5beeda,PREGNANCY,FIRST TRIMESTER
"sorry me again, how can you not be soo tired? like how can you stop being so tired",2018-05-16T23:56:49.802Z,2405874,kellyconroy98,PREGNANCY,FIRST TRIMESTER
Anyone with positive outcomes for a higher NT result? Had our test yesterday and it measured 3.7mm. Given 1 in 174 chance for downs syndrome.. which still seems pretty low to me.,2018-04-12T17:19:32.676Z,2268184,knottie0667e8d8256e1534,PREGNANCY,FIRST TRIMESTER
In your first trimester what did your belly look like?,2018-02-09T04:42:42.019Z,2129754,knottie2d1a17eb2ca8df22,PREGNANCY,FIRST TRIMESTER
I am going for my first ultrasound on 6 weeks 7 days what are my chance of having trance vaginal ultrasound? I was told I wouldn’t need it. Will I get to hear baby’s heartbeat? ,2018-04-12T02:11:01.867Z,2325913,knottie5ea49cdc94440bf9,PREGNANCY,FIRST TRIMESTER
can i use vicks vapor rub while 8 weeks 4 days pregnant?,2018-05-16T05:25:57.095Z,2405874,kellyconroy98,PREGNANCY,FIRST TRIMESTER
Fashionable AND affordable maternity clothes? ,2018-04-15T22:39:08.030Z,2223023,adcook08,PREGNANCY,FIRST TRIMESTER
"8 weeks pregnant and ate ceviche as I was unaware it had raw fish. I felt totally fine after eating it, but worried it might affect my little raspberry. Should I be worried?",2018-03-17T19:55:27.216Z,2237499,Knottie11419696,PREGNANCY,FIRST TRIMESTER
"Currently 6wks& 5days. This is my second pregnancy, first one was a miscarriage at 12wks. Im just scared of it happening again. Any tips to help? ",2018-04-07T16:38:32.079Z,2342513,kelseyanne1127,PREGNANCY,FIRST TRIMESTER
At my 8 week appt I was told I have Intrauterine synechiae - anyone have this? ,2018-05-08T19:58:53.983Z,2358735,Knottiee8a352de8a312a3f,PREGNANCY,FIRST TRIMESTER
I have an 8 month old and I’m 10 wks preg I’m beyond stressed out and I don’t know if I should keep the baby? Help please?,2018-04-02T14:19:21.675Z,1449448,corichey,PREGNANCY,FIRST TRIMESTER
Can your doctor tell what you’re having at your 12 weeks appointment? Mine is next week and the nurse told me at my last appt. my doctor was going to guess the gender! Lol,2018-03-30T17:55:07.558Z,2209140,Knottie1449253029,PREGNANCY,FIRST TRIMESTER
Should I let go and move on? ,2018-04-13T12:05:15.861Z,2329106,knottiee645f843c4e4022e,PREGNANCY,FIRST TRIMESTER
Is this a miscarriage?,2018-05-16T20:57:51.244Z,2404804,knottiec5bdfca36a1a3c0f,PREGNANCY,FIRST TRIMESTER
"Short and sweet. I've had 5 at hime bfp. Went to the health dept for proof of pregnancy, they say negative. Is this possible? ",2018-04-19T23:05:59.366Z,2366940,jgib329,PREGNANCY,FIRST TRIMESTER
Could I possibly be having twins?,2018-04-16T20:20:21.135Z,2272074,bmartinez_69,PREGNANCY,FIRST TRIMESTER
Am I miscarrying?,2018-03-24T19:36:19.430Z,2287336,knottie23204338dabe7a16,PREGNANCY,FIRST TRIMESTER
Should I be worried?,2018-05-16T16:32:42.001Z,2354491,knottiea6fb72a988fe2a57,PREGNANCY,FIRST TRIMESTER
I am on the overweight side 5'3 and 233 lbs and upset that you won't be able to tell I'm pregnant until I'm further along. Anyone else?,2018-04-11T13:37:16.227Z,2348835,knottie58b9fc1cc01e600c,PREGNANCY,FIRST TRIMESTER
6 weeks. Hcg level 692 to 698 In 48 hours? Could this still be a viable pregnancy?,2018-05-03T19:49:21.489Z,2366940,jgib329,PREGNANCY,FIRST TRIMESTER
Will BV hurt my baby until I can see the doctor? ,2018-04-10T11:55:44.962Z,2344489,knottie2dffef05fef4b332,PREGNANCY,FIRST TRIMESTER
"I’m 7 weeks pregnant, first child, and I’m wondering what are some good meals to eat?",2018-05-17T00:51:24.427Z,2419504,terza_cheyenne,PREGNANCY,FIRST TRIMESTER
Does anyone take Flintstones gummies instead of the big prenatal vitamins?!,2018-04-19T01:48:36.214Z,2365519,knottiebda88782937b4e7c,PREGNANCY,FIRST TRIMESTER
"Is it safe to eat homemade, salted Popcorn as a snack? ",2018-03-27T14:40:33.120Z,2290333,knottie8b40bdc202ccdb00,PREGNANCY,FIRST TRIMESTER
Can I eat buffalo chicken pizza? I’m 7 weeks pregnant. ,2018-04-06T20:24:56.410Z,2334352,heatherpolischeck,PREGNANCY,FIRST TRIMESTER
Cramp only in a certain position ? ,2018-05-06T10:56:52.233Z,2292862,knottief3f173ebac6ef531,PREGNANCY,FIRST TRIMESTER
Is it normal for all my symptoms to go away at 7 weeks?,2018-03-24T18:05:48.320Z,2315773,cayleeleanna,PREGNANCY,FIRST TRIMESTER
"What do you wear when you're not far along enough to wear maternity clothes, but also cannot fit into your regular clothes? ",2018-03-12T03:16:57.738Z,2283673,knottie541781a191a5ce79,PREGNANCY,FIRST TRIMESTER
My SO doesn’t understand pregnancy and it stresses me out. What can I say or do to get through to him?,2018-04-16T21:06:48.136Z,2275911,lex13t,PREGNANCY,FIRST TRIMESTER
Hemorrhagic cyst?,2018-05-15T16:57:34.417Z,2377012,knottie92c39a3ae5a7b244,PREGNANCY,FIRST TRIMESTER
Can be miscarriage? ,2018-04-09T18:04:14.773Z,2301963,knottie50c1e4b0d2ffdc7e,PREGNANCY,FIRST TRIMESTER
Hi. Currently 4w2d. I have a dull uncomfortable pain in lower pelvic area. Right side only. Had it on and off since just after ovulation? Had it all day 2day. Should i be worried?,2018-03-25T19:35:30.160Z,2312343,elrivdm,PREGNANCY,FIRST TRIMESTER
Had 4 positive test I’m 5wks 3 days last week I was so tired and had little boob pain now nothing at all don’t even feel pregnant I’m stressing is everything okay? ,2018-04-05T02:21:32.262Z,2314764,xobabykmh,PREGNANCY,FIRST TRIMESTER
"I’m 11.5 weeks. Last week, I started bleeding. I was told to refrain from inter course and any heavy lifting and/or bending until week 14. Has anyone experienced this? ",2018-05-16T22:30:09.540Z,2419254,rspumpkin,PREGNANCY,FIRST TRIMESTER
Is this normal?,2018-03-22T02:24:52.106Z,2270192,knottie6de84eff66db705c,PREGNANCY,FIRST TRIMESTER
"Spotting at 7 weeks for about 4 days, no more sore boobs. Went to dr and found out I may only be 5 weeks. Dr was only able to see sac, no heart beat, not sure what is happening?",2018-04-06T17:28:55.577Z,1250034,babybaby1118,PREGNANCY,FIRST TRIMESTER
Can you drink red wine while 7 weeks and 4 days pregnant??,2018-03-22T22:28:05.936Z,2251803,knottie27b9c2744d139292,PREGNANCY,FIRST TRIMESTER
"Houston Moms, I'd love to hear about your experience at either Houston Methodist Medical Center or St. Josephs Downtown?",2018-05-04T15:02:43.314Z,2394901,Knottie0617b6d4b420b186,PREGNANCY,FIRST TRIMESTER
Do you celebrate Mother’s Day while pregnant? With my first,2018-05-08T23:27:57.413Z,2346777,jaydenlyn99,PREGNANCY,FIRST TRIMESTER
I’m 4 weeks pregnant and my first appt is until 9 weeks pregnant. Is that normal?,2018-03-19T21:33:25.599Z,2302982,morenobaby2018,PREGNANCY,FIRST TRIMESTER
"4 weeks just found out I’m pregnant! We took a break from trying this cycle so I’d been drinking a fair bit, obviously none from now on but is this okay!?",2018-05-09T14:52:29.560Z,1886424,mellylebreton,PREGNANCY,FIRST TRIMESTER
 I have 2 enlarged corpus luteum cysts at 9w3d. I am on pelvic rest until 12 weeks so they don’t rupture. Anyone had one before? A little worried so any help is appreciated. 😬,2018-05-07T23:07:18.932Z,2361288,lexitaylor123,PREGNANCY,FIRST TRIMESTER
Belly touching?,2018-04-02T21:36:08.351Z,2269977,laalaa23,PREGNANCY,FIRST TRIMESTER
Cervix changes and sex?,2018-03-10T17:41:52.756Z,2220355,knottie24a5ea0846c4246a,PREGNANCY,FIRST TRIMESTER
Shortness of breath in very early pregnancy?,2018-03-13T23:47:03.283Z,2272951,daniellerosett,PREGNANCY,FIRST TRIMESTER
Does any one have severe stomach burning ?? How are you guys dealing with it ,2018-05-05T06:29:48.169Z,140375,irmalizsanchez,PREGNANCY,FIRST TRIMESTER
"I am a teacher, and I am going on a class trip to DC by bus. I am nervous about what to do if I miscarry right before or during the trip. Do I still go? ",2018-04-07T00:08:35.993Z,2339733,Knottie69274534,PREGNANCY,FIRST TRIMESTER
Does your ob deliver the baby? ,2018-04-09T15:35:23.470Z,2311454,gfm,PREGNANCY,FIRST TRIMESTER
I’m 12wks my ultrasound results was 1/700 and bloods similar 1/690 because to similar I’m in intermediate level for Down syndrome- any advice or help around these results please?,2018-04-06T23:05:34.189Z,2228383,Knottief6fce26cfcc5b41c,PREGNANCY,FIRST TRIMESTER
Has anyone feet got swollen early in pregnancy?,2018-05-15T00:11:29.268Z,2401646,knottiecd960f605bc828d8,PREGNANCY,FIRST TRIMESTER
"Any moms out there who weren't with the father of their child for some period of time during pregnancy, now with the father as a family & care to share advice/experience/story?",2018-04-24T11:34:19.407Z,2375550,suprisedmomma2b,PREGNANCY,FIRST TRIMESTER
What would you do?,2018-04-07T19:01:50.812Z,1514382,a_cass2010,PREGNANCY,FIRST TRIMESTER
"Pregnant w/ our first Little after a miscarriage a year ago. Our first appointment is next week at 7 weeks! If they do a vaginal ultrasound, should we be able to hear a heartbeat?",2018-03-16T20:33:24.081Z,2286548,hadalvey23,PREGNANCY,FIRST TRIMESTER
Has anyone experience mono/di twins? Need information.,2018-05-07T12:59:33.932Z,2341952,shepmatthew,PREGNANCY,FIRST TRIMESTER
Is it normal to not feel pregnant some days ? ,2018-01-30T16:51:40.963Z,2134888,frang30,PREGNANCY,FIRST TRIMESTER
"Currently 5 weeks pregnant with baby #3, I already have a very noticeable bump.  We were going to hide it but that’s out of the question. Any other mommas experience this?",2018-03-14T00:16:31.254Z,2293606,kgz113,PREGNANCY,FIRST TRIMESTER
"Does anyone else get irritated when the MIL gets possessive over their unborn child? ""Hows MY grandbaby?"" ""When MY grandbaby gets here..."" ",2018-05-12T20:59:57.519Z,2400255,notesfromnovember,PREGNANCY,FIRST TRIMESTER
What to expect at MFM consultation?,2018-05-04T17:21:26.125Z,2296505,nelsonmamabear1104,PREGNANCY,FIRST TRIMESTER
Chemicals in first Trimester?,2018-03-21T15:54:55.109Z,1897255,catmomma223,PREGNANCY,FIRST TRIMESTER
Someone help me?!? No one to discuss this with.. ,2018-03-02T08:39:14.625Z,2267004,cl03x,PREGNANCY,FIRST TRIMESTER
When did I get pregnant and How?,2018-02-21T16:14:35.013Z,2244208,hrohr0,PREGNANCY,FIRST TRIMESTER
"Anyone get Hyperemesis Gravidarum with first daughter, but not with second daughter?",2018-05-05T00:34:23.152Z,2374422,Knottie05547888,PREGNANCY,FIRST TRIMESTER
How often should I have a bm?,2018-04-02T17:26:03.651Z,2282887,emmaw18,PREGNANCY,FIRST TRIMESTER
So I’ve taken five pregnancy test four are different so only two are the same but they are all positive is there and way that they could all be false positives?,2018-04-05T01:53:18.307Z,2337937,marrisaleigh,PREGNANCY,FIRST TRIMESTER
I'm only 7.5 weeks along but for the first time in about 10 days I've felt almost symptom free. While I don't miss the nausea it has me concerned. Is this normal this early on?,2018-03-25T23:05:07.458Z,2310915,knottie85b55a89be30d908,PREGNANCY,FIRST TRIMESTER
